grib_message,start_byte,end_byte,range,reference_time,valid_time,variable,level,forecast_time,?,??,???,search_this
39,47710627,48809269.0,47710627-48809269,2026-05-17 12:00:00,2026-05-17 13:00:00,ELLINX,400-300 mb,1 hour fcst,,,,:ELLINX:400-300 mb:1 hour fcst:
40,48809270,49292608.0,48809270-49292608,2026-05-17 12:00:00,2026-05-17 13:00:00,FICEAC,surface,0-1 hour acc fcst,,,,:FICEAC:surface:0-1 hour acc fcst:
41,49292609,49481124.0,49292609-49481124,2026-05-17 12:00:00,2026-05-17 13:00:00,FRZSPR,surface,1 hour fcst,,,,:FRZSPR:surface:1 hour fcst:
42,49481125,50123888.0,49481125-50123888,2026-05-17 12:00:00,2026-05-17 13:00:00,TURB,surface - 1372 m above ground,1 hour fcst,,,,:TURB:surface - 1372 m above ground:1 hour fcst:
43,50123889,50614565.0,50123889-50614565,2026-05-17 12:00:00,2026-05-17 13:00:00,WDIR,surface - 610 m above ground,1 hour fcst,,,,:WDIR:surface - 610 m above ground:1 hour fcst:
44,50614566,51109568.0,50614566-51109568,2026-05-17 12:00:00,2026-05-17 13:00:00,DIST,surface - 610 m above ground,1 hour fcst,,,,:DIST:surface - 610 m above ground:1 hour fcst:
45,51109569,51604324.0,51109569-51604324,2026-05-17 12:00:00,2026-05-17 13:00:00,WIND,surface - 610 m above ground,1 hour fcst,,,,:WIND:surface - 610 m above ground:1 hour fcst:
46,51604325,53161961.0,51604325-53161961,2026-05-17 12:00:00,2026-05-17 13:00:00,MAXREF,1000 m above ground,0-1 hour max fcst,,,,:MAXREF:1000 m above ground:0-1 hour max fcst:
47,53161962,55250203.0,53161962-55250203,2026-05-17 12:00:00,2026-05-17 13:00:00,MIXHT,entire atmosphere (considered as a single layer),1 hour fcst,,,,:MIXHT:entire atmosphere (considered as a single layer):1 hour fcst:
48,55250204,56950631.0,55250204-56950631,2026-05-17 12:00:00,2026-05-17 13:00:00,CAPE,surface,1 hour fcst,10% level,,,:CAPE:surface:1 hour fcst:10% level:
49,56950632,58926178.0,56950632-58926178,2026-05-17 12:00:00,2026-05-17 13:00:00,CAPE,surface,1 hour fcst,50% level,,,:CAPE:surface:1 hour fcst:50% level:
50,58926179,61161580.0,58926179-61161580,2026-05-17 12:00:00,2026-05-17 13:00:00,CAPE,surface,1 hour fcst,90% level,,,:CAPE:surface:1 hour fcst:90% level:
51,61161581,61974035.0,61161581-61974035,2026-05-17 12:00:00,2026-05-17 13:00:00,APCP,surface,0-1 hour acc fcst,prob >0.254,prob fcst 255/255,,:APCP:surface:0-1 hour acc fcst:prob >0.254:prob fcst 255/255:
52,61974036,62531832.0,61974036-62531832,2026-05-17 12:00:00,2026-05-17 13:00:00,PWTHER,surface - reserved,1 hour fcst,,,,:PWTHER:surface - reserved:1 hour fcst:
53,62531833,63063386.0,62531833-63063386,2026-05-17 12:00:00,2026-05-17 13:00:00,PTYPE,surface,1 hour fcst,prob >=3 <4,prob fcst 1/1,,:PTYPE:surface:1 hour fcst:prob >=3 <4:prob fcst 1/1:
54,63063387,65421018.0,63063387-65421018,2026-05-17 12:00:00,2026-05-17 13:00:00,PTYPE,surface,1 hour fcst,prob >=1 <2,prob fcst 1/1,,:PTYPE:surface:1 hour fcst:prob >=1 <2:prob fcst 1/1:
55,65421019,65901062.0,65421019-65901062,2026-05-17 12:00:00,2026-05-17 13:00:00,PTYPE,surface,1 hour fcst,prob >=8 <9,prob fcst 1/1,,:PTYPE:surface:1 hour fcst:prob >=8 <9:prob fcst 1/1:
56,65901063,66878016.0,65901063-66878016,2026-05-17 12:00:00,2026-05-17 13:00:00,PTYPE,surface,1 hour fcst,prob >=5 <7,prob fcst 1/1,,:PTYPE:surface:1 hour fcst:prob >=5 <7:prob fcst 1/1:
57,66878017,67444260.0,66878017-67444260,2026-05-17 12:00:00,2026-05-17 13:00:00,TSTM,surface,0-1 hour acc fcst,probability forecast,,,:TSTM:surface:0-1 hour acc fcst:probability forecast:
58,67444261,68471939.0,67444261-68471939,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,,,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:
59,68471940,69477149.0,68471940-69477149,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,10% level,,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:10% level:
60,69477150,70458193.0,69477150-70458193,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,50% level,,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:50% level:
61,70458194,71484220.0,70458194-71484220,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,90% level,,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:90% level:
62,71484221,72384927.0,71484221-72384927,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,prob >12.7,prob fcst 255/255,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:prob >12.7:prob fcst 255/255:
63,72384928,73151833.0,72384928-73151833,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,prob >25.4,prob fcst 255/255,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:prob >25.4:prob fcst 255/255:
64,73151834,73868069.0,73151834-73868069,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,prob >38.1,prob fcst 255/255,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:prob >38.1:prob fcst 255/255:
65,73868070,74384810.0,73868070-74384810,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,prob >50.8,prob fcst 255/255,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:prob >50.8:prob fcst 255/255:
66,74384811,74853327.0,74384811-74853327,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,prob >63.5,prob fcst 255/255,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:prob >63.5:prob fcst 255/255:
67,74853328,75654737.0,74853328-75654737,2026-05-17 12:00:00,2026-05-17 13:00:00,PWAT,entire atmosphere (considered as a single layer),1 hour fcst,prob >6.35,prob fcst 255/255,,:PWAT:entire atmosphere (considered as a single layer):1 hour fcst:prob >6.35:prob fcst 255/255:
68,75654738,76675270.0,75654738-76675270,2026-05-17 12:00:00,2026-05-17 13:00:00,APCP,surface,0-1 hour acc fcst,,,,:APCP:surface:0-1 hour acc fcst:
69,76675271,78267100.0,76675271-78267100,2026-05-17 12:00:00,2026-05-17 13:00:00,RH,2 m above ground,1 hour fcst,,,,:RH:2 m above ground:1 hour fcst:
70,78267101,79982495.0,78267101-79982495,2026-05-17 12:00:00,2026-05-17 13:00:00,TCDC,surface,1 hour fcst,,,,:TCDC:surface:1 hour fcst:
71,79982496,81716803.0,79982496-81716803,2026-05-17 12:00:00,2026-05-17 13:00:00,TCDC,surface,1 hour fcst,ens std dev,,,:TCDC:surface:1 hour fcst:ens std dev:
72,81716804,82705998.0,81716804-82705998,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,1% level,,,:SNOWLR:surface:1 hour fcst:1% level:
73,82705999,83701470.0,82705999-83701470,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,5% level,,,:SNOWLR:surface:1 hour fcst:5% level:
74,83701471,84712381.0,83701471-84712381,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,10% level,,,:SNOWLR:surface:1 hour fcst:10% level:
75,84712382,85724689.0,84712382-85724689,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,20% level,,,:SNOWLR:surface:1 hour fcst:20% level:
76,85724690,86741522.0,85724690-86741522,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,25% level,,,:SNOWLR:surface:1 hour fcst:25% level:
77,86741523,87761102.0,86741523-87761102,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,30% level,,,:SNOWLR:surface:1 hour fcst:30% level:
78,87761103,88790353.0,87761103-88790353,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,40% level,,,:SNOWLR:surface:1 hour fcst:40% level:
79,88790354,89825938.0,88790354-89825938,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,50% level,,,:SNOWLR:surface:1 hour fcst:50% level:
80,89825939,90871998.0,89825939-90871998,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,60% level,,,:SNOWLR:surface:1 hour fcst:60% level:
81,90871999,91940298.0,90871999-91940298,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,70% level,,,:SNOWLR:surface:1 hour fcst:70% level:
82,91940299,93013636.0,91940299-93013636,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,75% level,,,:SNOWLR:surface:1 hour fcst:75% level:
83,93013637,94103942.0,93013637-94103942,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,80% level,,,:SNOWLR:surface:1 hour fcst:80% level:
84,94103943,95215407.0,94103943-95215407,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,90% level,,,:SNOWLR:surface:1 hour fcst:90% level:
85,95215408,96343928.0,95215408-96343928,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,95% level,,,:SNOWLR:surface:1 hour fcst:95% level:
86,96343929,97485350.0,96343929-97485350,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,99% level,,,:SNOWLR:surface:1 hour fcst:99% level:
87,97485351,98531372.0,97485351-98531372,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLR,surface,1 hour fcst,,,,:SNOWLR:surface:1 hour fcst:
88,98531373,99001150.0,98531373-99001150,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",1% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:1% level:"
89,99001151,99471242.0,99001151-99471242,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",5% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:5% level:"
90,99471243,99941950.0,99471243-99941950,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",10% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:10% level:"
91,99941951,100415021.0,99941951-100415021,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",20% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:20% level:"
92,100415022,100889567.0,100415022-100889567,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",25% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:25% level:"
93,100889568,101365983.0,100889568-101365983,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",30% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:30% level:"
94,101365984,101847418.0,101365984-101847418,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",40% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:40% level:"
95,101847419,102336769.0,101847419-102336769,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",50% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:50% level:"
96,102336770,102833673.0,102336770-102833673,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",60% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:60% level:"
97,102833674,103339394.0,102833674-103339394,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",70% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:70% level:"
98,103339395,103850123.0,103339395-103850123,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",75% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:75% level:"
99,103850124,104371506.0,103850124-104371506,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",80% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:80% level:"
100,104371507,104916384.0,104371507-104916384,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",90% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:90% level:"
101,104916385,105474426.0,104916385-105474426,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",95% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:95% level:"
102,105474427,106043101.0,105474427-106043101,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,"0-1 hour acc@(fcst,dt=1 hour),missing=0",99% level,,,":ASNOW:surface:0-1 hour acc@(fcst,dt=1 hour),missing=0:99% level:"
103,106043102,106560273.0,106043102-106560273,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,,,,:ASNOW:surface:0-1 hour acc fcst:
104,106560274,107116726.0,106560274-107116726,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.00254,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.00254:prob fcst 255/255:
105,107116727,107620202.0,107116727-107620202,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.0127,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.0127:prob fcst 255/255:
106,107620203,108107502.0,107620203-108107502,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.0254,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.0254:prob fcst 255/255:
107,108107503,108586447.0,108107503-108586447,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.0381,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.0381:prob fcst 255/255:
108,108586448,109061218.0,108586448-109061218,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.0508,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.0508:prob fcst 255/255:
109,109061219,109533700.0,109061219-109533700,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.0635,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.0635:prob fcst 255/255:
110,109533701,110004767.0,109533701-110004767,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.0762,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.0762:prob fcst 255/255:
111,110004768,110474277.0,110004768-110474277,2026-05-17 12:00:00,2026-05-17 13:00:00,ASNOW,surface,0-1 hour acc fcst,prob >0.1016,prob fcst 255/255,,:ASNOW:surface:0-1 hour acc fcst:prob >0.1016:prob fcst 255/255:
112,110474278,111095907.0,110474278-111095907,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOD,surface,1 hour fcst,,,,:SNOD:surface:1 hour fcst:
113,111095908,112375339.0,111095908-112375339,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOD,surface,1 hour fcst,prob >0.00254,prob fcst 255/255,,:SNOD:surface:1 hour fcst:prob >0.00254:prob fcst 255/255:
114,112375340,113436420.0,112375340-113436420,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOD,surface,1 hour fcst,prob >0.0127,prob fcst 255/255,,:SNOD:surface:1 hour fcst:prob >0.0127:prob fcst 255/255:
115,113436421,114370924.0,113436421-114370924,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOD,surface,1 hour fcst,prob >0.0254,prob fcst 255/255,,:SNOD:surface:1 hour fcst:prob >0.0254:prob fcst 255/255:
116,114370925,115514384.0,114370925-115514384,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,1% level,,,:SNOWLVL:surface:1 hour fcst:1% level:
117,115514385,116676129.0,115514385-116676129,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,5% level,,,:SNOWLVL:surface:1 hour fcst:5% level:
118,116676130,117827893.0,116676130-117827893,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,10% level,,,:SNOWLVL:surface:1 hour fcst:10% level:
119,117827894,119004519.0,117827894-119004519,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,20% level,,,:SNOWLVL:surface:1 hour fcst:20% level:
120,119004520,120179522.0,119004520-120179522,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,25% level,,,:SNOWLVL:surface:1 hour fcst:25% level:
121,120179523,121352656.0,120179523-121352656,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,30% level,,,:SNOWLVL:surface:1 hour fcst:30% level:
122,121352657,122530482.0,121352657-122530482,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,40% level,,,:SNOWLVL:surface:1 hour fcst:40% level:
123,122530483,123713737.0,122530483-123713737,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,50% level,,,:SNOWLVL:surface:1 hour fcst:50% level:
124,123713738,124907394.0,123713738-124907394,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,60% level,,,:SNOWLVL:surface:1 hour fcst:60% level:
125,124907395,126112458.0,124907395-126112458,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,70% level,,,:SNOWLVL:surface:1 hour fcst:70% level:
126,126112459,127321841.0,126112459-127321841,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,75% level,,,:SNOWLVL:surface:1 hour fcst:75% level:
127,127321842,128539145.0,127321842-128539145,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,80% level,,,:SNOWLVL:surface:1 hour fcst:80% level:
128,128539146,129772146.0,128539146-129772146,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,90% level,,,:SNOWLVL:surface:1 hour fcst:90% level:
129,129772147,131025971.0,129772147-131025971,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,95% level,,,:SNOWLVL:surface:1 hour fcst:95% level:
130,131025972,132270541.0,131025972-132270541,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,surface,1 hour fcst,99% level,,,:SNOWLVL:surface:1 hour fcst:99% level:
131,132270542,133337020.0,132270542-133337020,2026-05-17 12:00:00,2026-05-17 13:00:00,SNOWLVL,0 m above mean sea level,1 hour fcst,,,,:SNOWLVL:0 m above mean sea level:1 hour fcst:
